community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:6FIsUnPT2bWm7fgJGCwuNaB22FA=,SF,1.623610019683838,ShADTdttFaf,143.88.13.12,34963,143.88.14.12,4848,False,False,0,1043.0,6492,44,tcp,16681.0,70292,68,ssl,1709106875.758451,ClvYfG3hHnxV6BhlHe,2024-02-28T07:54:35.758Z,Credential Access,T1110,True,none
1:Y8Fk/I9amSMI0SxjsZjANJBm45Y=,SF,1.632683038711548,ShADTdttFaf,143.88.15.10,39995,143.88.1.19,4848,False,False,0,1049.0,6932,52,tcp,16681.0,70292,68,ssl,1709245083.998156,CE8ayI35S6WU5gkceh,2024-02-29T22:18:03.998Z,Credential Access,T1110,True,none
1:1oCkNwrtR0NUBrU1GPZWcriXvPo=,SF,1.6339290142059326,ShADTdttFaf,143.88.4.11,38479,143.88.5.12,4848,False,False,0,1009.0,6356,44,tcp,16583.0,69900,68,ssl,1709330359.166466,CgA7Eo1zhLBsqFSTM6,2024-03-01T21:59:19.166Z,Credential Access,T1110,True,none
1:qF+826uKASvmEOLKKwl3ny+4Z/o=,SF,1.654783010482788,ShADTdttFaf,143.88.15.10,38049,143.88.1.19,4848,False,False,0,1041.0,6692,48,tcp,16681.0,70292,68,ssl,1709230375.185586,CLhTIt3YpQfWmxykJd,2024-02-29T18:12:55.185Z,Credential Access,T1110,True,none
1:wme9GnF2Ux1B2dDy00NrQfg/9dY=,SF,1.6564640998840332,ShADTdttFaf,143.88.8.12,37773,143.88.9.10,4848,False,False,0,1011.0,6364,44,tcp,16583.0,69900,68,ssl,1709144005.354517,COUSnv2yHQEu5Vbdal,2024-02-28T18:13:25.354Z,Credential Access,T1110,True,none
1:1Ue+b0DXCjtByTs9FewMzoIHD1s=,SF,1.667635202407837,ShADTdttFaf,143.88.8.12,44045,143.88.9.10,4848,False,False,0,1059.0,6764,48,tcp,16681.0,70292,68,ssl,1709156029.573696,C5MIE53I9cQv6jPDMg,2024-02-28T21:33:49.573Z,Credential Access,T1110,True,none
1:Fj0P3Sn7GKJmkXxBnTIi0YP791I=,SF,1.670468807220459,ShADTdttFaf,143.88.13.12,36341,143.88.14.12,4848,False,False,0,1009.0,6980,56,tcp,16583.0,69900,68,ssl,1709360600.08733,CjZZOW2JDYWbdhyZDi,2024-03-02T06:23:20.087Z,Credential Access,T1110,True,none
1:FyTntmM/mqN7oWQ7EZ/cLpU1k0E=,SF,1.674404859542847,ShADTdttFaf,143.88.4.11,37921,143.88.5.12,4848,False,False,0,1009.0,6356,44,tcp,16583.0,69900,68,ssl,1709277884.742341,CJlYT54luYDbCdbmi4,2024-03-01T07:24:44.742Z,Credential Access,T1110,True,none
1:SYiXzmu01J4Dp9VhgTmTl4VMtAQ=,SF,1.6958811283111572,ShADTdttFaf,143.88.6.11,46377,143.88.7.14,4848,False,False,0,1056.0,6544,44,tcp,16681.0,70292,68,ssl,1709164038.248262,CAToRo2arC8qIEzJa4,2024-02-28T23:47:18.248Z,Credential Access,T1110,True,none
1:eZWjHnUDoPwXOa388wj4uo/+iGY=,SF,1.707176923751831,ShADTdttFaf,143.88.3.11,35351,143.88.4.13,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709238026.239743,C2bTi32zNWV73iVNf3,2024-02-29T20:20:26.239Z,Credential Access,T1110,True,none
1:dZbyWbZItF5FoCHnhtaJ5mXpxa4=,SF,1.709838867,ShADTdttFaf,143.88.3.11,44773,143.88.4.13,4848,False,False,0,1043.0,6492,44,tcp,16681.0,70292,68,ssl,1709261507.821969,Cidp0e4vGRsO6LWa5d,2024-03-01T02:51:47.821Z,Credential Access,T1110,True,none
1:ZK8r19yMCYBJGq9Fe5m818GwwMY=,SF,1.7199838161468506,ShADTdttFaf,143.88.4.11,45011,143.88.5.12,4848,False,False,0,1005.0,6340,44,tcp,16583.0,69900,68,ssl,1709358248.500569,C1ZcCv2UpNIBp6txVf,2024-03-02T05:44:08.500Z,Credential Access,T1110,True,none
1:VeGo3UljV+romDrMzWaZobGmhBg=,SF,1.728929042816162,ShADTdttFaf,143.88.4.11,37865,143.88.5.12,4848,False,False,0,1059.0,6556,44,tcp,16681.0,70292,68,ssl,1709346485.291365,CkiFWU2g50ncxroL7l,2024-03-02T02:28:05.291Z,Credential Access,T1110,True,none
1:Emmtp02SicxO35xS5AuWf6cw2YI=,SF,1.7292640209197998,ShADTdttFaf,143.88.4.11,32889,143.88.5.12,4848,False,False,0,1005.0,6548,48,tcp,16583.0,69900,68,ssl,1709217748.79378,CuF6D71oKA2rDqk1Mk,2024-02-29T14:42:28.793Z,Credential Access,T1110,True,none
1:VMrUTtH2PYWCBTnCQab/z+DFlnw=,SF,1.733861207962036,ShADTdttFaf,143.88.4.11,35815,143.88.5.12,4848,False,False,0,1046.0,6712,48,tcp,16681.0,70292,68,ssl,1709272796.520398,Cq9qMR1lLCgbvpz6i4,2024-03-01T05:59:56.520Z,Credential Access,T1110,True,none
1:kV+STOaWUCri22cuowZuG2CHyGg=,SF,1.7547039985656738,ShADTdttFaf,143.88.7.11,46431,143.88.8.13,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709157735.266691,CEfrpg17LY4TyJSzgc,2024-02-28T22:02:15.266Z,Credential Access,T1110,True,none
1:YtNxMb77YSiUDapq8orCKgHzlDo=,SF,1.7750740051269531,ShADTdttFaf,143.88.14.11,43419,143.88.15.12,4848,False,False,0,1048.0,6512,44,tcp,16681.0,70292,68,ssl,1709116877.866004,CA1TUI1jldPVdlRn13,2024-02-28T10:41:17.866Z,Credential Access,T1110,True,none
1:H1LerYriAfK0Tlvuw/GLGcfq2Cs=,SF,1.8138320446014404,ShADTdttFaf,143.88.1.18,39289,143.88.2.20,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709200282.786793,CKiHyl1a3WLbBu1Cxc,2024-02-29T09:51:22.786Z,Credential Access,T1110,True,none
1:+H4jVgiRZAW6x02RoTFX6oJVWB8=,SF,1.8293840885162356,ShADTdttFaf,143.88.6.11,32985,143.88.7.14,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709119873.882448,C6LAW2qC1giMRnlrh,2024-02-28T11:31:13.882Z,Credential Access,T1110,True,none
1:s7YkiT0ANeN/RyMKX5nHNKxC5JQ=,SF,1.8568940162658687,ShADTdttFaf,143.88.15.10,34021,143.88.1.19,4848,False,False,0,1005.0,6340,44,tcp,16583.0,69900,68,ssl,1709183345.256144,CwqC284MhHkPuIn8Cf,2024-02-29T05:09:05.256Z,Credential Access,T1110,True,none
1:RD68fk1VEWWIERB6ceWX4qLHthE=,SF,1.875963926315308,ShADTdttFaf,143.88.4.11,39751,143.88.5.12,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709144010.027185,CJVArNcSXV5jCxmt1,2024-02-28T18:13:30.027Z,Credential Access,T1110,True,none
1:FhUuzR64h6RQ2IaXFWRxAVIkr68=,SF,1.885488986968994,ShADTdttFaf,143.88.4.11,35877,143.88.5.12,4848,False,False,0,1047.0,6508,44,tcp,16681.0,70292,68,ssl,1709260688.767217,CZBnTryjirDQET936,2024-03-01T02:38:08.767Z,Credential Access,T1110,True,none
1:6vHi0Q7GrDUVlK61WvGyVJP05ZY=,SF,1.887171030044556,ShADTdttFaf,143.88.2.17,36405,143.88.3.14,4848,False,False,0,1044.0,7120,56,tcp,16681.0,70292,68,ssl,1709273872.732853,Cz8Xh6QT31Sgfzdw8,2024-03-01T06:17:52.732Z,Credential Access,T1110,True,none
1:dVuXbI6FkFkjrK/inE4y8qQsqCU=,SF,1.9454140663146973,ShADTdttFaf,143.88.7.11,33055,143.88.8.13,4848,False,False,0,1043.0,6492,44,tcp,16681.0,70292,68,ssl,1709228505.854634,CI2fa51ZLOMpDOokU9,2024-02-29T17:41:45.854Z,Credential Access,T1110,True,none
1:gNLyBC+IZvbikVoULHTrZwTmcXc=,SF,1.9711899757385252,ShADTdttFaf,143.88.5.14,34653,143.88.6.13,4848,False,False,0,1043.0,6700,48,tcp,16681.0,70292,68,ssl,1709125422.893296,C6My8nB9nmKvnLaKi,2024-02-28T13:03:42.893Z,Credential Access,T1110,True,none
1:GYDWYTSSKvS4OaG4ryzcJGPtqX8=,SF,1.976193904876709,ShADTdttFaf,143.88.3.11,36275,143.88.4.13,4848,False,False,0,1044.0,6496,44,tcp,16681.0,70292,68,ssl,1709361467.785397,CC59xq1gnP5d2f2JFf,2024-03-02T06:37:47.785Z,Credential Access,T1110,True,none
1:SQYp1wOvlpAJcykwcw49Kbfugac=,SF,1.9839439392089844,ShADTdttFaf,143.88.3.11,35483,143.88.4.13,4848,False,False,0,1055.0,6540,44,tcp,16681.0,70292,68,ssl,1709145980.249687,C8yCsA3Q0PvLlQBFp,2024-02-28T18:46:20.249Z,Credential Access,T1110,True,none
1:lAr2BzAGTQOjpBcuADQp2/yue8Y=,SF,2.0147697925567627,ShADTdttFaf,143.88.6.11,41043,143.88.7.14,4848,False,False,0,1004.0,6336,44,tcp,16583.0,69900,68,ssl,1709254068.739123,C8vxDm49BSN6ul9Yvc,2024-03-01T00:47:48.739Z,Credential Access,T1110,True,none
1:KdY6TTjS3pTWC1VVLlKKoVHMdfg=,SF,2.0165858268737797,ShADTdttFaf,143.88.15.10,46021,143.88.1.19,4848,False,False,0,1046.0,6504,44,tcp,16681.0,70292,68,ssl,1709222581.543796,Czd0gthDTITpCPOK8,2024-02-29T16:03:01.543Z,Credential Access,T1110,True,none
1:pkd0iaf77iRqJWGEdUJuQ145WY8=,SF,2.0219099521636963,ShADTdttFaf,143.88.3.11,42829,143.88.4.13,4848,False,False,0,1043.0,6700,48,tcp,16681.0,70292,68,ssl,1709213252.032466,CKXjUz2J3BOeY5Baq7,2024-02-29T13:27:32.032Z,Credential Access,T1110,True,none
1:boeGX3SlSUSlrYdUNs/PPsBxrqk=,SF,2.024790048599243,ShADTdttFaf,143.88.4.11,33401,143.88.5.12,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709120258.281005,ClFePW1S5j9mIk8JWh,2024-02-28T11:37:38.281Z,Credential Access,T1110,True,none
1:QUVG/87fcpKLZESBsQlqc4+bRCc=,SF,2.0325560569763184,ShADTdttFaf,143.88.3.11,34359,143.88.4.13,4848,False,False,0,1005.0,6340,44,tcp,16583.0,69900,68,ssl,1709268009.046682,CqJJwO3mcl5dS0Gva,2024-03-01T04:40:09.046Z,Credential Access,T1110,True,none
1:XtJVrNmaHjGMvlCN8aPXlqiGpto=,SF,2.085366964,ShADTdttFaf,143.88.13.12,36843,143.88.14.12,4848,False,False,0,831.0,5644,44,tcp,16532.0,69696,68,ssl,1709164882.579302,C2FCwY29zTXJbzc7Wc,2024-02-29T00:01:22.579Z,Credential Access,T1110,True,none
1:+3/s0epHOGkEIFdtCJYWhCFo+og=,SF,2.0940170288085938,ShADTdtgtFaf,143.88.5.14,46613,143.88.6.13,4848,False,False,5792,1046.0,6712,48,tcp,16681.0,70292,68,ssl,1709414311.238034,Cp6zjj13RHNy8SvvTh,2024-03-02T21:18:31.238Z,Credential Access,T1110,True,none
1:uENMQaA/2qRZMhPfUwTMs5G5ouU=,SF,2.104551076889038,ShADTdttFaf,143.88.6.11,36901,143.88.7.14,4848,False,False,0,1046.0,6504,44,tcp,16681.0,70292,68,ssl,1709236512.533707,CxQQWl1Q0msORmkbMg,2024-02-29T19:55:12.533Z,Credential Access,T1110,True,none
1:f6yfM/wyvCAnCBSO6P2q7eC/MJs=,SF,2.142840862,ShADTdttFaf,143.88.7.11,45443,143.88.8.13,4848,False,False,0,1056.0,6544,44,tcp,16681.0,70292,68,ssl,1709166714.724744,CDXqWd3mwikokd9r06,2024-02-29T00:31:54.724Z,Credential Access,T1110,True,none
1:refYxvUbnfw3uJsjDqjIjmZ9WHY=,SF,2.1704659461975098,ShADTdttFaf,143.88.3.11,33369,143.88.4.13,4848,False,False,0,1055.0,6748,48,tcp,16681.0,70292,68,ssl,1709236006.077877,C4xCqv2W0KaBIsh35b,2024-02-29T19:46:46.077Z,Credential Access,T1110,True,none
1:UiySH8ddJjiJhSZVB1epoybJAxk=,SF,2.2129719257354736,ShADTdttFaf,143.88.6.11,40713,143.88.7.14,4848,False,False,0,1045.0,6708,48,tcp,16681.0,70292,68,ssl,1709271288.104248,C3hc1y3ljUX5fyism8,2024-03-01T05:34:48.104Z,Credential Access,T1110,True,none
1:4ew4/OsFv5wDFqtsTs/12Go4jdI=,SF,2.251565933227539,ShADTdttFaf,143.88.8.12,34943,143.88.9.10,4848,False,False,0,1046.0,6504,44,tcp,16681.0,70292,68,ssl,1709200817.465435,CJkc0V30YOjRS0f5mh,2024-02-29T10:00:17.465Z,Credential Access,T1110,True,none
1:YSXVWo3I0vK14LZEu022mI3gtfw=,SF,2.298770904541016,ShADTdttFaf,143.88.6.11,43631,143.88.7.14,4848,False,False,0,1041.0,6484,44,tcp,16681.0,70292,68,ssl,1709245582.980806,CBwzSa2GkCVYzRKGg2,2024-02-29T22:26:22.980Z,Credential Access,T1110,True,none
1:ogiTiDBVzC5rtDrh8vH57qhmbKs=,SF,2.343580961227417,ShADTdttFaf,143.88.2.17,42581,143.88.3.14,4848,False,False,0,1048.0,7344,60,tcp,16681.0,70292,68,ssl,1709418913.827102,CxXgZp32nh7oKe44P5,2024-03-02T22:35:13.827Z,Credential Access,T1110,True,none
1:0ihYVjAVNMa3iUmpvLdMIS1+vCw=,SF,2.3657491207122803,ShADTdttFaf,143.88.2.17,36197,143.88.3.14,4848,False,False,0,1061.0,6564,44,tcp,16681.0,70292,68,ssl,1709414882.477304,CmxjwHPeRhA5TiUYi,2024-03-02T21:28:02.477Z,Credential Access,T1110,True,none
1:0UtpD4zGwDXcc5HAFbJk2EMP8lQ=,SF,2.404716968536377,ShADTdttFaf,143.88.2.17,46113,143.88.3.14,4848,False,False,0,1057.0,6756,48,tcp,16681.0,70292,68,ssl,1709325754.684314,CKOffE28Kxnd2n8Qtb,2024-03-01T20:42:34.684Z,Credential Access,T1110,True,none
1:ngG1D+YWRO5QnckaReU/3RpNFQU=,SF,2.405557870864868,ShADTdttFaf,143.88.12.12,33859,143.88.13.10,4848,False,False,0,1047.0,6508,44,tcp,16681.0,70292,68,ssl,1709157687.34537,C20Xo43Znb19otoTs4,2024-02-28T22:01:27.345Z,Credential Access,T1110,True,none
1:L81D/4UpU3hZ/u9Eok/SYR3F5GM=,SF,2.421035051345825,ShADTdttFaf,143.88.1.18,39091,143.88.2.20,4848,False,False,0,875.0,5820,44,tcp,16630.0,70088,68,ssl,1709266026.576573,CxuTSm2TPtEDLALrff,2024-03-01T04:07:06.576Z,Credential Access,T1110,True,none
1:0QIe/Uig2B3zv+yR5XuHfai7YXc=,SF,2.4376161098480225,ShADTdttFaf,143.88.3.11,41853,143.88.4.13,4848,False,False,0,1007.0,6556,48,tcp,16583.0,69900,68,ssl,1709296044.875424,CXclAT2aIY709yFaC1,2024-03-01T12:27:24.875Z,Credential Access,T1110,True,none
1:B09QUpFpIn8mfnoaAtn2eFcg6mE=,SF,2.447600841522217,ShADTdttTaFf,143.88.5.14,34089,143.88.6.13,4848,False,False,0,837.0,6604,48,tcp,16532.0,69952,72,ssl,1709285587.225835,CMZSa6bO5uuTL23dl,2024-03-01T09:33:07.225Z,Credential Access,T1110,True,none
1:nqAqC+FuKGzfrn1N15xcfyshbAQ=,SF,2.457998037338257,ShADTdttFaf,143.88.6.11,42331,143.88.7.14,4848,False,False,0,1040.0,6480,44,tcp,16681.0,70292,68,ssl,1709232730.283362,CRZkt935Qvoz9wZOYd,2024-02-29T18:52:10.283Z,Credential Access,T1110,True,none
1:eswB9cBSOwXUUoIYLgBxmPrHvRs=,SF,2.514754056930542,ShADTdttFaf,143.88.2.17,44227,143.88.3.14,4848,False,False,0,1059.0,6556,44,tcp,16681.0,70292,68,ssl,1709117765.560381,CxP6Ph3o8kYRhMfAF2,2024-02-28T10:56:05.560Z,Credential Access,T1110,True,none
1:6zGQjsBzchQCnqAkUuutOYblceU=,SF,2.566145896911621,ShADTdttFaf,143.88.4.11,41591,143.88.5.12,4848,False,False,0,1058.0,6552,44,tcp,16681.0,70292,68,ssl,1709339168.253077,CkF0zmsk0obA8Uh42,2024-03-02T00:26:08.253Z,Credential Access,T1110,True,none
1:EKgev8OqRiSAkqw8UXEmJUIkf3A=,SF,2.5752339363098145,ShADTdttFaf,143.88.2.17,34799,143.88.3.14,4848,False,False,0,1055.0,6956,52,tcp,16681.0,70292,68,ssl,1709381216.224765,CXYpyG8zIvmk4Hxu7,2024-03-02T12:06:56.224Z,Credential Access,T1110,True,none
1:qVSCveHS0YYAIQjgCBHzZSsgCcc=,SF,2.5821778774261475,ShADTdttFaf,143.88.3.11,37129,143.88.4.13,4848,False,False,0,1059.0,7180,56,tcp,16681.0,70292,68,ssl,1709209035.448084,CCbPNV3NdpsxalGYyg,2024-02-29T12:17:15.448Z,Credential Access,T1110,True,none
1:8QO3ZjyCjlUqM/Ym9tZlmpPa/z0=,SF,2.596644878387451,ShADTdttFaf,143.88.12.12,43037,143.88.13.10,4848,False,False,0,1009.0,6356,44,tcp,16583.0,69900,68,ssl,1709251757.401653,CqfYZd306OKt2B34Jj,2024-03-01T00:09:17.401Z,Credential Access,T1110,True,none
1:CkBAvypIz9YvPUo/kOeaN8nJoxE=,SF,2.613233089447021,ShADTdttFaf,143.88.3.11,37377,143.88.4.13,4848,False,False,0,1061.0,6564,44,tcp,16681.0,70292,68,ssl,1709324077.860056,Cweqxe2ugEdV3opF8j,2024-03-01T20:14:37.860Z,Credential Access,T1110,True,none
1:El7IiJrOAYc9TfHIijdfQx6jT/g=,SF,2.613987922668457,ShADTdttFaf,143.88.2.17,34869,143.88.3.14,4848,False,False,0,1041.0,6692,48,tcp,16681.0,70292,68,ssl,1709327855.478095,CeSqIS1flK8GOiSeXf,2024-03-01T21:17:35.478Z,Credential Access,T1110,True,none
1:0Npza76XFQWRwCLs5FUp4QpLTZE=,SF,2.627509117126465,ShADTdttFaf,143.88.3.11,33843,143.88.4.13,4848,False,False,0,1044.0,6704,48,tcp,16681.0,70292,68,ssl,1709223308.548811,CQ9MQg1IP4wwkHrH3c,2024-02-29T16:15:08.548Z,Credential Access,T1110,True,none
1:f7cGYYfM/QZqFnvVJE7PY1usVtY=,SF,2.6803081035614014,ShADTdttFaf,143.88.7.11,36747,143.88.8.13,4848,False,False,0,1056.0,6544,44,tcp,16681.0,70292,68,ssl,1709332350.632804,C5uKNy11zUIQiOAebg,2024-03-01T22:32:30.632Z,Credential Access,T1110,True,none
1:fRk//0JwWRUFcTlW9IH6Cjand94=,SF,2.804576873779297,ShADTdttFaf,143.88.15.10,42337,143.88.1.19,4848,False,False,0,1041.0,6692,48,tcp,16681.0,70292,68,ssl,1709369476.198199,Cw7l6Z1f8ahIRCgqz2,2024-03-02T08:51:16.198Z,Credential Access,T1110,True,none
1:J/+EnJsT+TstPKOPYP1QWbqob3I=,SF,2.8174281120300293,ShADTdttFaf,143.88.5.14,41039,143.88.6.13,4848,False,False,0,1047.0,6716,48,tcp,16681.0,70292,68,ssl,1709182330.709565,CtoQnk17quJNiRbWr2,2024-02-29T04:52:10.709Z,Credential Access,T1110,True,none
1:dmC5USeSRkPf2jePgEJ5EAq/8hk=,SF,2.8651540279388428,ShADTdttFaf,143.88.12.12,37871,143.88.13.10,4848,False,False,0,1044.0,6704,48,tcp,16681.0,70292,68,ssl,1709188655.151351,CJYkOB4TlVQMmPq9tf,2024-02-29T06:37:35.151Z,Credential Access,T1110,True,none
1:PsFwzjNzSX3diLB3QpW8oMRg3YI=,SF,2.867926836013794,ShADTdttFaf,143.88.14.11,40031,143.88.15.12,4848,False,False,0,1043.0,6700,48,tcp,16681.0,70292,68,ssl,1709194080.139794,CP4a7h3dLsHBPd2CMe,2024-02-29T08:08:00.139Z,Credential Access,T1110,True,none
1:na6nHHcJRe86pnPcuWJvgfS3WS0=,SF,2.8704988956451416,ShADTdttFaf,143.88.7.11,45543,143.88.8.13,4848,False,False,0,1058.0,6552,44,tcp,16681.0,70292,68,ssl,1709253725.252216,CduBVk4ZCZBc8ngBjj,2024-03-01T00:42:05.252Z,Credential Access,T1110,True,none
1:9lt5p0yd1l2xHxSuuULcdfwoVuU=,SF,2.9150071144104004,ShADTdttFaf,143.88.7.11,41117,143.88.8.13,4848,False,False,0,1043.0,6492,44,tcp,16681.0,70292,68,ssl,1709217161.881394,CDIPqn1hbRlD2dEe3,2024-02-29T14:32:41.881Z,Credential Access,T1110,True,none
1:hiIXHgtONlD2QeAsa8cR3Vk0ZIE=,SF,2.9197371006011963,ShADTdttFaf,143.88.14.11,36437,143.88.15.12,4848,False,False,0,1046.0,7128,56,tcp,16681.0,70292,68,ssl,1709233960.197423,CwCij63p3WSTYoxuff,2024-02-29T19:12:40.197Z,Credential Access,T1110,True,none
1:HG45xThx2pXsTj/gWYdwdxrDZQ4=,SF,2.9201788902282715,ShADTdttFaf,143.88.4.11,41443,143.88.5.12,4848,False,False,0,1058.0,6760,48,tcp,11976.0,50640,52,ssl,1709346489.212186,CFvYJl3oNXmyzzg6Z6,2024-03-02T02:28:09.212Z,Credential Access,T1110,True,none
1:XYa/P6ursXasJmOUB3gsdyQ86RI=,SF,2.9492878913879395,ShADTdttFaf,143.88.5.14,34363,143.88.6.13,4848,False,False,0,1008.0,6352,44,tcp,16583.0,69900,68,ssl,1709097599.984208,CB8iZK2URbzNKjkAM2,2024-02-28T05:19:59.984Z,Credential Access,T1110,True,none
1:+HmItRp/m1sULcD16R0J9UJEXAo=,SF,2.9609479904174805,ShADTdttTatFf,143.88.4.11,35897,143.88.5.12,4848,False,False,0,943.0,8492,68,tcp,83046.0,346408,272,ssl,1709351679.85545,CE27bshsCq2ct2Na9,2024-03-02T03:54:39.855Z,Credential Access,T1110,True,none
1:PCey/ir/aGIO/oBrlM5akVvI15s=,SF,2.979501962661743,ShADTdttFaf,143.88.14.11,36969,143.88.15.12,4848,False,False,0,876.0,5824,44,tcp,16630.0,70088,68,ssl,1709283892.706309,CyI0O54GWBLQsomShe,2024-03-01T09:04:52.706Z,Credential Access,T1110,True,none
1:pPKdqQ7Lg0HaTNcu+FOHi7LJ7Zo=,SF,3.011517048,ShADTdttFaf,143.88.3.11,46401,143.88.4.13,4848,False,False,0,1055.0,6540,44,tcp,16681.0,70292,68,ssl,1709217982.238214,CsC2gl3Zs0mNUUbb77,2024-02-29T14:46:22.238Z,Credential Access,T1110,True,none
1:S4hW20g/Jgrho4TTkoNt5H7iBo4=,SF,3.012255907058716,ShADTdttFaf,143.88.13.12,42679,143.88.14.12,4848,False,False,0,1044.0,6496,44,tcp,16681.0,70292,68,ssl,1709358126.569636,CiyLTe4AOs1gw37oGk,2024-03-02T05:42:06.569Z,Credential Access,T1110,True,none
1:X7jLZZG+vC+UnGYiFFmqr2j98ac=,SF,3.0145719051361084,ShADTdttFaf,143.88.8.12,35737,143.88.9.10,4848,False,False,0,1046.0,6920,52,tcp,16681.0,70292,68,ssl,1709201206.974951,CuroWkEM9qhbF8xUc,2024-02-29T10:06:46.974Z,Credential Access,T1110,True,none
1:swoF178NzwccZ9wB4eEw2Jh8nbM=,SF,3.0959768295288086,ShADTdttFaf,143.88.8.12,34023,143.88.9.10,4848,False,False,0,1058.0,6760,48,tcp,16681.0,70292,68,ssl,1709136125.464358,C84Min2EvwHmi0fGSe,2024-02-28T16:02:05.464Z,Credential Access,T1110,True,none
1:37KaVQ1Lm8RRLoCdBfxBMFauzbc=,SF,3.096914052963257,ShADTdttFaf,143.88.7.11,42493,143.88.8.13,4848,False,False,0,1055.0,6540,44,tcp,16681.0,70292,68,ssl,1709106205.212303,CRziuG3hkw86vpYmFb,2024-02-28T07:43:25.212Z,Credential Access,T1110,True,none
1:TdggmmAdCCBv16gRdYFM1LwMIXo=,SF,3.148972988128662,ShADTdttFaf,143.88.5.14,43689,143.88.6.13,4848,False,False,0,1041.0,6692,48,tcp,16681.0,70292,68,ssl,1709166846.648437,CI2OzXpKu0ljV1bka,2024-02-29T00:34:06.648Z,Credential Access,T1110,True,none
1:aceFM8FFeQytANeBRaskrqFKs0s=,SF,3.161329984664917,ShADTdttFaf,143.88.14.11,36359,143.88.15.12,4848,False,False,0,1049.0,6932,52,tcp,16681.0,70292,68,ssl,1709233951.270317,CsJKjn1gGUCxLNuw21,2024-02-29T19:12:31.270Z,Credential Access,T1110,True,none
1:VWrIJaBAMm9Jf62S4jkyL02sax4=,SF,3.1805920600891118,ShADTdttFaf,143.88.13.12,33091,143.88.14.12,4848,False,False,0,1044.0,6496,44,tcp,16681.0,70292,68,ssl,1709216842.792549,CnR0ZpJTbHNAWXIO5,2024-02-29T14:27:22.792Z,Credential Access,T1110,True,none
1:x5UPNKmIoeOKKzQaqpdUJxwlUKY=,SF,3.193298101425171,ShADTdttFaf,143.88.3.11,33551,143.88.4.13,4848,False,False,0,1043.0,6700,48,tcp,16681.0,70292,68,ssl,1709261515.431186,CDYBb8Gb1UThR2A4,2024-03-01T02:51:55.431Z,Credential Access,T1110,True,none
1:PCuj9aK/O5ugMdwXfPoMivqueTY=,SF,3.270430088043213,ShADTdttFaf,143.88.13.12,41913,143.88.14.12,4848,False,False,0,1044.0,6496,44,tcp,16681.0,70292,68,ssl,1709153420.211057,CyW19u3SdjUEFCBp4h,2024-02-28T20:50:20.211Z,Credential Access,T1110,True,none
1:pdLWU8iKP29qseImzJ7Zm9Xkgfw=,SF,3.3262569904327397,ShADTdttFaf,143.88.3.11,42855,143.88.4.13,4848,False,False,0,1055.0,6956,52,tcp,16681.0,70292,68,ssl,1709413871.993689,CN7xZG3o0BtFSu4BIc,2024-03-02T21:11:11.993Z,Credential Access,T1110,True,none
1:Bn84zBkZyjafKUnCBvcK+eF2MyA=,SF,3.344439983,ShADTdttFaf,143.88.7.11,43011,143.88.8.13,4848,False,False,0,1060.0,6768,48,tcp,16681.0,70292,68,ssl,1709101836.802903,Cyg6X6vsGbikDafD1,2024-02-28T06:30:36.802Z,Credential Access,T1110,True,none
1:HXosg/73hifTes8Hjbdt2xRJi60=,SF,3.3568248748779297,ShADTdttFaf,143.88.14.11,45751,143.88.15.12,4848,False,False,0,1049.0,6516,44,tcp,16681.0,70292,68,ssl,1709283895.58219,CEhVptS0QxppnONNj,2024-03-01T09:04:55.582Z,Credential Access,T1110,True,none
1:1D1Lf2JK1JN7RFwiIstNNedQXLw=,SF,3.3839709758758545,ShADTdttFaf,143.88.12.12,41667,143.88.13.10,4848,False,False,0,1045.0,6708,48,tcp,16681.0,70292,68,ssl,1709260229.633936,CePhanVTHJlB5tjO9,2024-03-01T02:30:29.633Z,Credential Access,T1110,True,none
1:iuBrvm6MmBFg0a3eH2SAonEzBvc=,SF,3.432612180709839,ShADTdttFaf,143.88.3.11,33127,143.88.4.13,4848,False,False,0,1043.0,6492,44,tcp,16681.0,70292,68,ssl,1709100918.328086,CElxNB3XEupmSFOSc2,2024-02-28T06:15:18.328Z,Credential Access,T1110,True,none
1:ghF/kAnJixcqXS8NrkPR3k0cqkM=,SF,3.4371140003204346,ShADTdttFaf,143.88.6.11,36257,143.88.7.14,4848,False,False,0,1057.0,6756,48,tcp,16681.0,70292,68,ssl,1709220244.343817,CmPkT51D1bQa0u9ez6,2024-02-29T15:24:04.343Z,Credential Access,T1110,True,none
