community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic
1:9oYWkGpwnhx92PT2ZhRrewebb5M=,S0,1.0013580322265625E-5,D,143.88.255.10,41953,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640715741635338E9,Ctkjfc4HGi91LfQAoa,2021-12-28T18:22:21.635Z,none
1:U5V5fyLcRTpVT41Qk8Bn9tWbBTI=,S0,1.7881393432617188E-5,D,143.88.255.10,56589,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640818440384788E9,C3SrX5ib3IhqGAyKk,2021-12-29T22:54:00.384Z,none
1:Mu5zWsssT/9lQm3GCOtsMs7VeQM=,S0,1.5020370483398438E-5,D,143.88.255.10,44081,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640816655632411E9,CO3g0SFxjPbKxK5L2,2021-12-29T22:24:15.632Z,none
1:Gj28F1g2UJ711FFCiKQ8zP8WqYg=,SF,5.0043909549713135,Dd,143.88.1.51,43292,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640811414781464E9,CCtSlx29ndeoarm7gc,2021-12-29T20:56:54.781Z,none
1:z9j3DvKXtqqDiqqKPuajNtDg8pU=,S0,1.2874603271484375E-5,D,143.88.255.10,55747,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.64080821588386E9,CZA6dt4aGMAOqEdApk,2021-12-29T20:03:35.883Z,none
1:6WjikgCmGp8kstA73Yc1nVaOPY8=,S0,1.3828277587890625E-5,D,143.88.255.10,60464,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640818954630845E9,COcRhD1CxnBoa3lQg4,2021-12-29T23:02:34.630Z,none
1:dmcySfx9pJgVDrTii5TP+PAo1eI=,S0,1.4066696166992188E-5,D,143.88.255.10,34972,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640818047134737E9,CGdmdazrPkKb5d98h,2021-12-29T22:47:27.134Z,none
1:sxWYOlCzVxWNdd9XMm/z8m3lu1I=,S0,1.2159347534179688E-5,D,143.88.255.10,42773,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640916026884889E9,CW6gpXLO47r4hBRba,2021-12-31T02:00:26.884Z,none
1:dFoPrAg9K4JHU+xw4v/zmRer6uw=,S0,1.6927719116210938E-5,D,143.88.255.10,45084,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640815899381974E9,CSbxjB4Rjvic8tU3li,2021-12-29T22:11:39.381Z,none
1:IU2ywcRqRlxmX+d2k50fq8mGFAs=,S0,1.7881393432617188E-5,D,143.88.255.10,47917,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640853288382136E9,CDOFCp41AUIUsGuFri,2021-12-30T08:34:48.382Z,none
1:x6lBYmPH79PbyPLSjruM2EZjR/I=,S0,1.4066696166992188E-5,D,143.88.255.10,44540,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640818168131286E9,CqWGFZ3u0X4AVa8405,2021-12-29T22:49:28.131Z,none
1:cVaQB6SpDB8171URheVAKA3DS9Y=,S0,1.6927719116210938E-5,D,143.88.255.10,45046,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640821525882452E9,CgVlDPXj6i1fhH8Dh,2021-12-29T23:45:25.882Z,none
1:w9yNN0Bu2csdmygEEQyk4Tl7Q30=,S0,1.4066696166992188E-5,D,143.88.255.10,59328,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640852532131398E9,CEnUlVMr7I8k0dNle,2021-12-30T08:22:12.131Z,none
1:bgaIJi1AIFP/eh5czDUsaql5icQ=,S0,1.5020370483398438E-5,D,143.88.255.10,44072,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640818168133832E9,CWg1Gf2Okmilw7y2t5,2021-12-29T22:49:28.133Z,none
1:UBHdELRvdB4/5zrW3PTEq7g/cpk=,S0,2.2172927856445312E-5,D,143.88.255.10,52083,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640994525633005E9,CEJdN648jCrLVZY3We,2021-12-31T23:48:45.633Z,none
1:mQh5LDDcFN4Ynthqldu8m2XiwXQ=,S0,1.4066696166992188E-5,D,143.88.255.10,56551,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640716467635031E9,CineUh2XgvFfZWf1Ea,2021-12-28T18:34:27.635Z,none
1:idVpVWPhw6CuKF2oMpC/YFSSRwE=,S0,1.0967254638671875E-5,D,143.88.255.10,37674,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640815687634476E9,CtQker1KrwzL0ogyVe,2021-12-29T22:08:07.634Z,none
1:clCrHGc4NMmBdD2Bvh5bgyUlnxo=,S0,1.5020370483398438E-5,D,143.88.255.10,33688,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640852683384836E9,C5q9wc18IAOl5Ifng1,2021-12-30T08:24:43.384Z,none
1:+ywqEYJvXLJUT2PnHXCtQOyWjb0=,S0,1.4066696166992188E-5,D,143.88.255.10,55500,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640821344381953E9,CFlNXj19ZZzQNZAOVh,2021-12-29T23:42:24.381Z,none
1:pI6jXYEfIq5RnGGdxXwJYsgyT2I=,S0,1.1920928955078125E-5,D,143.88.255.10,58199,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640819983131942E9,CzaG5g3dX9jMvoBkS6,2021-12-29T23:19:43.131Z,none
1:aJhkvAhm1z9I01UepVIoqANnh70=,SF,5.004414796829224,Dd,143.88.1.51,48609,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.640808922954739E9,C6u9av4h6emUuxRHT7,2021-12-29T20:15:22.954Z,none
1:jj/hw6XCvLqLkmgTG9fl7rVlhvU=,S0,1.7881393432617188E-5,D,143.88.255.10,39154,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640815627133497E9,CO3AW4wLbpaPJGY1,2021-12-29T22:07:07.133Z,none
1:3sXH/W/7osC6IOtFhaU3n7aVjho=,S0,1.0967254638671875E-5,D,143.88.255.10,33791,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.6409193543829E9,CEvfaF1jyDJOV7F2ga,2021-12-31T02:55:54.382Z,none
1:LPv/daO1TEn0vKUaWptHYvn8ypA=,S0,1.1920928955078125E-5,D,143.88.255.10,47504,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640815838881467E9,C4DF4h4VSOFagPcgy3,2021-12-29T22:10:38.881Z,none
1:5MnegFxQTO3zIFYOXyqRSyi2Vsk=,S0,1.5020370483398438E-5,D,143.88.255.10,36934,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640917509133133E9,CnPddi1FYdbrkitFlf,2021-12-31T02:25:09.133Z,none
1:Bti72n/6og8A6HjHiZtptl+dm64=,S0,1.3113021850585938E-5,D,143.88.255.10,58580,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640716225631579E9,CvV6x33YO1ISeuACw5,2021-12-28T18:30:25.631Z,none
1:yurS8bIA2Aamq54TzuT8aYY/Eo8=,S0,5.0067901611328125E-6,D,143.88.255.10,57540,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640716013880321E9,CA47Eub9Hw5Inrp26,2021-12-28T18:26:53.880Z,none
1:fbgazM/NmXbvC+UaqtTSJj+6xsE=,S0,1.5974044799804688E-5,D,143.88.255.10,38719,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.64071773813198E9,CkTgo93pmaiST5zOWi,2021-12-28T18:55:38.131Z,none
1:Nz0+JgkT+H0fnDnFNBxi5E38Pk8=,S0,1.7881393432617188E-5,D,143.88.255.10,56412,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640991984633886E9,ChwkVY1CQznv3los97,2021-12-31T23:06:24.633Z,none
1:5AxZ7O2LB3esqm6rQKmn3xRa8Qg=,S0,1.0967254638671875E-5,D,143.88.255.10,58212,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640670517880654E9,CIyVpSvmxPpwgEuRd,2021-12-28T05:48:37.880Z,none
1:piwVQXAYdV0cpgFT8mIaNVcD+aA=,SF,5.004449844360352,Dd,143.88.1.51,39431,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640956001086754E9,CqYKjg4tTmssXxDLJ6,2021-12-31T13:06:41.086Z,none
1:oCmQoCw5eHyCb7dgu8b4CSK+taw=,S0,1.6927719116210938E-5,D,143.88.255.10,40390,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640955654383105E9,COuEye3dtAYLKV36Ri,2021-12-31T13:00:54.383Z,none
1:zZ3NYlqBU5pMy8lZv/8c6L1ez9Q=,S0,1.1920928955078125E-5,D,143.88.255.10,38563,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640571902884598E9,CN4Whn3BRe1Dcdp4De,2021-12-27T02:25:02.884Z,none
1:+CCZrpn0ORfy6teLJzyxN4YYe9k=,S0,1.0013580322265625E-5,D,143.88.255.10,49779,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640621754885226E9,Ck2Ljz1SFTmpjT8gOd,2021-12-27T16:15:54.885Z,none
1:ZS2odW9HSf4gBxkr+K7tReIGmME=,S0,1.0013580322265625E-5,D,143.88.255.10,40508,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640570602134953E9,Cm5GKz4jLmaiIJj2Jd,2021-12-27T02:03:22.134Z,none
1:Tlq+QxDL+zEDbEsdGrI+17BhCd8=,S0,1.4066696166992188E-5,D,143.88.255.10,45192,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.64060908013494E9,C1noza2cwYNKEuVRek,2021-12-27T12:44:40.134Z,none
1:+YYxn77Jm2eIQNuVYp2OxFDkGT8=,S0,3.0994415283203125E-6,D,143.88.255.10,37637,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640958739880486E9,C43Ayo2AbEUiyB3xef,2021-12-31T13:52:19.880Z,none
1:dCAXVouDBhzGre70MQbuWdpb2Hc=,S0,1.5974044799804688E-5,D,143.88.255.10,59507,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640532124134967E9,CtWt8JZG3PM4ADIFk,2021-12-26T15:22:04.134Z,none
1:xxEHUw7i1rJ9Bg4Vf45PFx73RCQ=,S0,1.6927719116210938E-5,D,143.88.255.10,42806,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640572961633414E9,CjSkadeKFvlZb7aga,2021-12-27T02:42:41.633Z,none
1:KDTHm62KqUsovxjMSv4ZPZBcpqg=,S0,1.5020370483398438E-5,D,143.88.255.10,36172,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640955654381635E9,CwRcB24T6UQZIgQWE7,2021-12-31T13:00:54.381Z,none
1:fChf4/j2VQ0KaQ+DXg4E3UIdpl8=,S0,1.9073486328125E-5,D,143.88.255.10,60445,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640956289631058E9,CQKmvq4k549ikzRqA3,2021-12-31T13:11:29.631Z,none
1:7ZD2Kqnw0GvWL9ho73N5TOYXh1E=,S0,1.2874603271484375E-5,D,143.88.255.10,56321,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640608475133054E9,CqUgz6M3xFA6nvNQk,2021-12-27T12:34:35.133Z,none
1:3kMMtGafOvAWITVLaqsU3PzFiDI=,S0,1.0967254638671875E-5,D,143.88.255.10,46313,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640530974630488E9,CuJeiw40H3RAxlPwI7,2021-12-26T15:02:54.630Z,none
1:SaRYiPr12cXUijwlHShPY+76yL4=,S0,1.0013580322265625E-5,D,143.88.255.10,49759,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640621512884839E9,CL7JJScUBILAi3as9,2021-12-27T16:11:52.884Z,none
1:dRDUIVyqNa2SVOaqGqbEJPktaSM=,S0,1.0967254638671875E-5,D,143.88.255.10,54126,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640622117883841E9,CjjRqY1qxAfTgduH4a,2021-12-27T16:21:57.883Z,none
1:IENdky6ZYJ4Dvz4h4NjDVJIS4aE=,S0,1.71661376953125E-5,D,143.88.255.10,44131,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640763990383437E9,CpE5E5vEfwy1dLgI4,2021-12-29T07:46:30.383Z,none
1:0WjvV+dJksUuFuYSwYAwf8YhccE=,S0,1.8835067749023438E-5,D,143.88.255.10,38745,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640608656631792E9,Cw5AZi2zjWAjtax4Ta,2021-12-27T12:37:36.631Z,none
1:zkHu1aNllsAh8ai+Wfkz+JdV9xU=,S0,2.1457672119140625E-6,D,143.88.255.10,33741,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640764686134914E9,CpJsdg2hKuWUymiHnf,2021-12-29T07:58:06.134Z,none
1:BiwDofwUBi5RJV6rCYlfr/heNUI=,S0,1.2874603271484375E-5,D,143.88.255.10,40092,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640668884383888E9,CYiwWw7PInrchN4U3,2021-12-28T05:21:24.383Z,none
1:GNsRs2//C0zoONBBjVIc4aLalp0=,S0,1.2874603271484375E-5,D,143.88.255.10,33231,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640624265635009E9,CnjFsykofRXEPceF8,2021-12-27T16:57:45.635Z,none
1:fIlQBfAnHX9Rt3bWr9zofmZ0kAo=,S0,1.9073486328125E-6,D,143.88.255.10,44089,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640621543132735E9,CBOTPgv5nfpQsShG9,2021-12-27T16:12:23.132Z,none
1:UW+kqnKFhn7a+mxKe3bDSid3xi8=,S0,1.9073486328125E-5,D,143.88.255.10,36350,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640531942633525E9,CxnrRJ1x0frh9CPmsd,2021-12-26T15:19:02.633Z,none
1:ndnmfAao410ubdvB28eZMUO/+mM=,S0,1.3828277587890625E-5,D,143.88.255.10,57095,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640531156134087E9,CWsPbV1l14kDBSuvHc,2021-12-26T15:05:56.134Z,none
1:iMN7sicnKfaXdGIRdwlN2LXoj5A=,S0,,D,fe80::250:56ff:fe9e:f1c3,49381,2001:500:200::b,53,FALSE,FALSE,0,,88,1,udp,,0,0,dns,1.640669707750993E9,CAa3Rn3SXU1DjA1eS1,2021-12-28T05:35:07.750Z,none
1:T7V/aXEEg770y6iE7bZGVa4RV6c=,S0,1.1920928955078125E-5,D,143.88.255.10,41567,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640762145133454E9,CFVWdYx46SZNQglg,2021-12-29T07:15:45.133Z,none
1:YVy2Nq+mLkiDytIoSWvDmsle+ag=,S0,1.811981201171875E-5,D,143.88.255.10,58903,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640572296132366E9,CqkdvO1ToL38xFovHa,2021-12-27T02:31:36.132Z,none
1:vf1+O7UbZla8PdYtzueHlG9By2E=,S0,1.3113021850585938E-5,D,143.88.255.10,51476,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640669973381744E9,CigIMF2tJGuslR6AV,2021-12-28T05:39:33.381Z,none
1:g84S/QC3tuwXpCD08qI4IUgjRJw=,S0,1.5020370483398438E-5,D,143.88.255.10,51210,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640607537383026E9,CN1H4d11lY41ROPGa6,2021-12-27T12:18:57.383Z,none
1:z1QVPwrif+VF7TWVCYJBuilzsLk=,S0,1.2874603271484375E-5,D,143.88.255.10,38246,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640958739880846E9,C7wsLy4uJW5lHyRz36,2021-12-31T13:52:19.880Z,none
1:Ad2GsDz1CGkpuPciTSC0CLDxpew=,S0,1.1920928955078125E-5,D,143.88.255.10,54509,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640957015630569E9,CZZm4u1JqcCkUbIR1,2021-12-31T13:23:35.630Z,none
1:XpSm70SFW2AVNqW7NjRpY6b619Y=,S0,1.3113021850585938E-5,D,143.88.255.10,46666,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640606539132782E9,C5vwS41cF4BawSFPl1,2021-12-27T12:02:19.132Z,none
1:RQcWbc3frAlxn6j2BJERD6+gxFo=,S0,1.2159347534179688E-5,D,143.88.255.10,56858,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640670880882515E9,CGLUiD2xocUb4qa4Q,2021-12-28T05:54:40.882Z,none
1:GDHFi5mA8oBR4iZlEzEUmYJccRw=,S0,1.0967254638671875E-5,D,143.88.255.10,33512,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640533939134857E9,CSyj282T1BIm14ptui,2021-12-26T15:52:19.134Z,none
1:5MF5aYYUhF/O9gBai+LjHVqPLv0=,S0,1.811981201171875E-5,D,143.88.255.10,37065,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640950874880353E9,CkZO611j0UnMgksdb6,2021-12-31T11:41:14.880Z,none
1:ZwkmvsdwNnWFl9h1FmjPni9tLZQ=,S0,1.0967254638671875E-5,D,143.88.255.10,54601,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640695504382629E9,Cq0Mb21dJj2Wslnz7a,2021-12-28T12:45:04.382Z,none
1:B50cmwYQ3s60KCymtpSjSEW1NO8=,S0,1.2159347534179688E-5,D,143.88.255.10,41706,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640477220383179E9,Cs9LDG3MEkC8jmJCcl,2021-12-26T00:07:00.383Z,none
1:TO7Li5dWIp2YUg+DLz2c2Pj6j0E=,SF,5.004496812820435,Dd,143.88.1.51,55276,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.640694899330737E9,CU3OntJS0aqBVF3d1,2021-12-28T12:34:59.330Z,none
1:xuvdHKwpit7GhlCa6PBwbP+f5I0=,S0,2.2172927856445312E-5,D,143.88.255.10,40441,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640780960630478E9,CZf8vc45lSOQIIftP1,2021-12-29T12:29:20.630Z,none
1:K63usuy8dtdiWW+cdGRyDRCaYCM=,S0,2.8133392333984375E-5,D,143.88.255.10,48671,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640597131380792E9,CY6AAp45Kw0dLMRgoa,2021-12-27T09:25:31.380Z,none
1:2AvrbzxpDCM39C0DPmWaf/Q7BNA=,S0,1.2159347534179688E-5,D,143.88.255.10,48766,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640478914384847E9,CwaoMz3AC0La00Aegg,2021-12-26T00:35:14.384Z,none
1:6G7z3kjfiBeRf6nF0B+ojIRLdFY=,S0,1.1920928955078125E-5,D,143.88.255.10,34309,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640478944632072E9,C5XSu21MtdNBQ8qkfi,2021-12-26T00:35:44.632Z,none
1:NSzGrYY4vUYjxWt3pOZMxBicWgQ=,S0,4.002597093582153,D,172.28.128.3,137,172.28.128.255,137,TRUE,TRUE,0,200,312,4,udp,0,0,0,dns,1.640696092268508E9,CIbHeD1XgZNsULEfXl,2021-12-28T12:54:52.268Z,none
1:QbgBDLIDEWgY2DL3CaUOAA42rag=,S0,1.1920928955078125E-5,D,143.88.255.10,37861,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640695474132539E9,C09hDw4NgQ8RjTaxG2,2021-12-28T12:44:34.132Z,none
1:LC28CVfsIxfiuFUWC/367F45kd4=,S0,1.0967254638671875E-5,D,143.88.255.10,43926,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640598341382894E9,CxOIck9GCbgvNj7mc,2021-12-27T09:45:41.382Z,none
1:nT0ILawO+KsjPRq7KMF4akpoTdA=,S0,1.2874603271484375E-5,D,143.88.255.10,39367,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640948787634454E9,Clts5w41SkZwNUSgyh,2021-12-31T11:06:27.634Z,none
1:2w2dSahnht29NwCqqasCBNbd37k=,S0,1.3113021850585938E-5,D,143.88.255.10,42447,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640781868134619E9,Cwcy9E1cAlWF22KfC8,2021-12-29T12:44:28.134Z,none
1:Y8TlSQ9OHC+ICMIl+Kfq0vk64X4=,S0,1.0967254638671875E-5,D,143.88.255.10,49982,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640948999385161E9,Cp9eKxgQmSTGCs2k6,2021-12-31T11:09:59.385Z,none
1:fXAHhxFIaxg5FCsOp2o18flNxbc=,S0,8.106231689453125E-6,D,143.88.255.10,48529,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640479277380857E9,CbGXgpfGC0uvC936g,2021-12-26T00:41:17.380Z,none
1:97LPehd604rIJLpUMrsQyQ9jZ2I=,SF,5.004434823989868,Dd,143.88.1.51,50669,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.64077944129467E9,C9woPp4XpGNTOag7V3,2021-12-29T12:04:01.294Z,none
1:FTe3SFmrszPHj/MSOKrTLU1vvtI=,S0,2.3126602172851562E-5,D,143.88.255.10,35313,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640595800380792E9,ChTrvE124r5rGuqzpb,2021-12-27T09:03:20.380Z,none
1:hElkNLrRErBwK44DDes5LfhJvfo=,S0,1.5020370483398438E-5,D,143.88.255.10,60448,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640477371632866E9,CEy6kD4jOSWwX4kkDe,2021-12-26T00:09:31.632Z,none
1:d/WkTjSNApjTwZGVgmxm6DgPISM=,S0,1.1920928955078125E-5,D,143.88.255.10,60013,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640476887633754E9,CXvqUC2X9ZVNcnUVk5,2021-12-26T00:01:27.633Z,none
1:6emz+w+7nDL+U16Eh0/KHxCO0kE=,S0,1.5020370483398438E-5,D,143.88.255.10,57743,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640596102885286E9,CmYQbD3bPDQkwv67Hi,2021-12-27T09:08:22.885Z,none
1:B45dA997PnLVioVY2Llp3XX0jJs=,S0,2.1457672119140625E-6,D,143.88.255.10,60349,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640477341381744E9,CJgOSt2qLWvfxgJr75,2021-12-26T00:09:01.381Z,none
1:PS1J+rxgtOYH8SyWXMa/ZGgit8M=,S0,1.0967254638671875E-5,D,143.88.255.10,58498,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640596586886189E9,Cwf9z22gt9hd4sIsxb,2021-12-27T09:16:26.886Z,none
1:1jU0VwrfR73V3aCTc5E6Rjc8IAY=,S0,2.86102294921875E-6,D,143.88.255.10,47817,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640480305883789E9,CXHfnkz5ZZDmnJQE7,2021-12-26T00:58:25.883Z,none
1:2G2w9AnGi/FHWVV9geuXCyC045k=,S0,1.4066696166992188E-5,D,143.88.255.10,43616,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.64094848513205E9,Chm1jE2foO0xnygikb,2021-12-31T11:01:25.132Z,none
1:P9aje9FcghRFv3hVl8kf25Qnd8U=,S0,1.8835067749023438E-5,D,143.88.255.10,48305,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640779962383722E9,CDxFcP1Tqf30ciiGPi,2021-12-29T12:12:42.383Z,none
1:ts14R6h/RV0m0tIWAlzXY4thC8A=,S0,1.8835067749023438E-5,D,143.88.255.10,40313,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640781868131055E9,CrwRIk3TWdkWMREaa8,2021-12-29T12:44:28.131Z,none
1:V23sEaqB6ff9XRLM+BaBHr8zIcI=,S0,1.0967254638671875E-5,D,143.88.255.10,48565,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640951782380417E9,CdsICn1hFQhWrUNUqb,2021-12-31T11:56:22.380Z,none
1:S2AjAwT1mas4oCICwLX0vmiO1gQ=,S0,1.5974044799804688E-5,D,143.88.255.10,41365,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640477734633136E9,Ck51ZgaMPdW5euNK2,2021-12-26T00:15:34.633Z,none
1:fRfPL40w/kcdNfdHXsxIMkMT7Ik=,S0,1.4066696166992188E-5,D,143.88.255.10,43549,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640693961634853E9,CTKPnH32N3dnpA5vOh,2021-12-28T12:19:21.634Z,none
1:VnEsHSXsvyXxYlLXouYlvPVLXVU=,SF,5.004430055618286,Dd,143.88.1.51,32798,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.640695059424308E9,C5590o1p4vRq5XZgY2,2021-12-28T12:37:39.424Z,none
1:50l4vhRHJN4fWnifJP5VuZ+ttPM=,S0,1.0967254638671875E-5,D,143.88.255.10,37077,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640478097634739E9,CPXWzZ3L1QDp2VuKqa,2021-12-26T00:21:37.634Z,none
1:6pDP+MW3KIup3Yf/HnIed7QPyLM=,S0,1.9073486328125E-5,D,143.88.255.10,53349,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640951268134075E9,CNmVQx1gb5OPclFYc8,2021-12-31T11:47:48.134Z,none
1:ThKf2a17d7TWchm0/9gM4C0V3Ag=,S0,1.5020370483398438E-5,D,143.88.255.10,48060,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640597585130976E9,CChq6i2m5mO2Gah3Me,2021-12-27T09:33:05.130Z,none
